zipcode3,PREP,N2,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,N01000,A01000,SCHF,N02300,A02300
602xx,19950,66860,9960,4416054,36650,4512536,29720,2732178,13840,39870,13610,199599,12980,158897,8200,169971,12130,369655,20,910,5177
603xx,15420,59090,7790,3970931,30400,4054012,25430,2657844,11320,29110,11020,122547,10470,95436,6420,141692,9700,196309,30,820,5273
604xx,393100,1354110,164000,42421976,698060,42898273,584220,31360188,166590,202001,121830,552450,113680,415683,108380,948336,94910,809131,1240,31390,182432
605xx,264050,1000560,111270,46272699,490440,46956083,417590,33013777,160330,320677,135940,1097465,128690,843107,74160,1203853,116480,1972767,1200,18210,107961
606xx,662480,2269120,200500,89139805,1245990,90338967,1068210,63519934,242760,812769,190400,2458211,178770,1777258,242070,2824333,162140,6941166,140,44350,242946
607xx,36640,103020,15640,3356921,55450,3405966,42690,2262381,16680,32579,10990,77395,10280,62201,11330,148264,9300,139253,0,1650,9528
608xx,39550,140980,10400,2605603,66130,2626633,58160,2193815,8060,6243,4660,15106,4250,11554,10450,64657,3290,13105,0,3040,17032
609xx,44580,143810,19650,3904646,74010,3964797,61990,2756106,20800,16996,12370,45646,11370,34997,9450,72652,9570,46617,2310,3460,19077
610xx,81050,281610,41750,8418376,146310,8541679,120920,5906376,46680,53070,29140,124821,27220,93310,18310,166412,23860,150751,4310,8650,40232
611xx,51970,199500,25410,5201196,104010,5264824,87770,3741494,22600,23840,16020,87829,14910,65615,13920,135181,13190,88030,140,6570,28428
612xx,55280,188570,30060,5631398,99700,5699908,81850,3775246,35850,37514,19530,94099,18360,74466,10760,106732,15100,136999,2460,5720,27320
613xx,42920,132750,20920,3882636,71530,3946090,58560,2672684,26010,26180,15270,54348,14190,42187,7680,88298,11650,57260,2330,4620,24376
614xx,35280,113770,18650,3012772,60620,3060097,49500,1976217,21010,17984,10880,43750,10300,34402,6570,59438,8630,45581,2960,3440,16197
615xx,48100,187800,27870,6599848,94670,6680426,78000,4559520,50560,51430,22960,117754,21510,94819,10930,125678,18060,131783,2520,5570,29864
616xx,34820,142120,20160,4528007,77320,4574713,65120,3104688,31840,31818,14740,113702,13830,92706,8270,99426,11330,138599,190,4130,21504
617xx,49790,202590,26330,7236328,105170,7345720,90060,5079957,43950,43404,23380,100690,21640,79062,13350,164131,19030,114037,3000,4090,23693
618xx,56430,226740,30920,7302473,120800,7401021,101240,4940562,35410,39977,23790,129265,22250,98363,17150,199139,19300,196504,1920,4120,22510
619xx,26040,87050,12870,2429422,45800,2474128,37680,1578417,14290,16051,8280,35176,7560,27168,6220,73232,6670,42723,2170,1830,9630
620xx,77340,257150,37570,7782404,135310,7874330,110970,5442598,43370,47734,26270,109177,24780,87668,15780,174980,20220,129931,2950,6680,37688
622xx,112530,405450,54170,12659583,210910,12814257,177000,9070273,73930,73157,45780,174854,43280,140312,26400,285357,36840,216718,4070,8720,41879
623xx,32260,93370,14490,2668504,49030,2711954,40330,1792131,18060,20911,9850,60607,9340,51000,6310,70019,8480,63514,3110,1980,8988
624xx,45630,128170,19000,3502809,66330,3566966,54330,2337754,25620,26374,14040,54672,13420,44132,9480,84099,11530,77357,5080,3570,18308
625xx,44270,154240,24170,4610856,81220,4677527,66460,3101812,27980,30191,15260,76580,14200,61892,9770,112045,11700,75939,1980,3840,19433
626xx,41670,140040,20930,4243822,72970,4310896,59950,2835002,27290,24873,13810,51514,12730,39935,9380,90319,11320,77561,3070,2710,13711
627xx,31180,121380,19730,4366228,68990,4429388,55710,2737642,24360,29471,14580,95898,13700,78516,8250,115369,11830,97958,310,2240,10946
628xx,58030,173830,25610,4303149,88680,4367786,72670,2953051,25260,25072,14740,59116,13850,47105,12400,113960,11900,77908,4860,5110,27636
629xx,50050,174110,25440,4523830,90410,4579610,73210,3043932,27500,28932,14590,57849,13750,45337,12660,131648,11750,67556,3310,4150,22825
630xx,170200,676310,94280,24971555,352360,25319165,293260,17726286,111860,137271,84500,476279,80160,381902,48830,669421,69960,781010,2960,11280,32499
631xx,198560,776480,111280,34450204,439620,34996876,363940,21421349,125110,323417,102490,2141028,97460,1932429,67710,1145914,86450,1985121,560,12130,36497
633xx,119260,480190,61070,16693991,246520,16897924,208230,12701494,76230,78030,56240,202884,53030,157364,33260,407622,46040,259583,3840,7930,20987
634xx,19040,57100,8140,1368722,28940,1389483,23960,978071,8810,8369,4780,14914,4350,11880,3950,33251,3850,22232,2640,1180,3510
635xx,16290,47460,7150,1036325,24050,1053700,18730,692671,7960,8005,4150,12788,3800,9372,4230,37012,3970,37562,3390,970,2643
636xx,30080,104680,13080,2275392,51910,2300151,43280,1670312,11760,11732,6470,22650,6000,18659,6620,50843,5520,35770,2480,2400,6582
637xx,32000,107910,14570,2999526,55380,3048402,46340,2119240,16160,19658,11080,41616,10540,33954,7930,101311,8950,74824,2620,1850,5244
638xx,26630,89910,11250,1990115,44650,2024019,37750,1314861,10210,13667,4540,20265,4230,16644,5940,67038,3690,31428,1080,2670,9377
639xx,19110,63540,7990,1267418,31220,1285390,25480,883597,8450,8672,2820,11403,2600,8753,4850,45535,2680,26449,1710,1800,4966
640xx,148540,572870,73640,17938450,292840,18154000,245890,13331265,86090,83489,48690,175037,45220,130709,39480,460535,41300,323467,5050,11560,29737
641xx,127620,492830,58310,16410843,272880,16624449,234930,12106471,67700,89984,41350,283463,38720,223817,37260,449356,35190,604201,540,10420,28134
644xx,26680,82700,12410,2126142,42040,2159290,33950,1517374,13820,10390,6280,17708,5860,12062,6360,54162,6040,31691,4940,1180,3024
645xx,17990,70280,9160,1897624,37460,1918536,31930,1389870,9080,9787,5200,25956,4860,19042,3850,38791,4340,44572,350,1170,3178
646xx,20510,58750,9090,1318705,29400,1342101,22820,891610,9330,10068,4370,12554,4060,9408,4880,48366,4260,24590,4570,840,2874
647xx,30630,95330,13850,2184177,47650,2218870,37990,1543391,13640,13672,7190,22703,6630,17156,7890,78930,6910,43656,5510,1810,5198
648xx,43430,167700,18540,3952797,81260,4000305,69610,2891042,15870,18623,11460,68122,10910,59622,11440,112249,9990,101162,3220,2440,7243
650xx,39380,135440,20940,3474854,69020,3528220,54800,2299384,21630,23611,12800,49105,11930,37297,11180,110009,11900,102168,5880,2800,6803
651xx,14560,59770,8480,1895736,31770,1925467,26520,1260133,10790,12077,6850,30015,6480,24527,3960,54373,5630,37263,810,670,1741
652xx,57080,216460,28450,6702867,116840,6806294,98630,4661468,32880,38674,23000,114240,21660,90381,16640,204786,19880,203642,5020,2640,7557
653xx,25950,86750,11810,1863114,43050,1889719,34770,1296871,11180,12606,6110,18764,5500,14110,6210,63300,5520,36506,3030,1960,4291
654xx,16070,64090,7710,1414444,31580,1433438,26030,1030032,7950,7044,4280,15985,3910,12800,4700,39429,3730,20267,2340,1130,2954
655xx,26600,99410,11860,2000635,47690,2026190,39110,1481311,11000,10709,5720,16678,5330,12644,7580,63848,5070,35389,3690,2490,5308
656xx,51080,174010,25460,3759811,85900,3813470,68030,2576542,24070,24343,11920,37214,11010,26669,15560,138909,11890,83586,7870,4800,11879
657xx,70600,254170,31880,6139688,120230,6227548,97390,4268905,33000,36821,17590,75685,16220,57587,21620,220278,16950,194439,9600,4950,13844
658xx,46550,179140,24950,5441455,99520,5530990,82410,3646045,26950,42503,16590,118199,15650,93189,14460,184902,14740,245052,720,2490,7370
660xx,107850,444780,51870,14893491,221360,15108888,190060,11065546,69090,75006,44310,202039,41450,155407,33320,421349,38600,363178,6940,7150,24908
661xx,33040,134780,12580,2654355,65820,2676882,57390,2148243,10150,6294,4870,11542,4450,8658,7950,79459,3710,13514,130,2830,8917
662xx,101090,379460,52340,21357291,198590,21717197,165920,13913915,78270,184092,63610,641388,60340,515077,33760,744186,56900,1241195,850,4900,19488
664xx,20490,77220,8510,1743456,37570,1769126,32500,1310084,10280,8369,4990,12355,4550,9065,4420,34670,4650,30789,2810,1090,3378
665xx,27760,105630,14300,3243880,54510,3298768,46010,2235411,20410,21774,11040,54933,10320,45197,8030,80777,10070,112728,3440,1510,4261
666xx,33860,142390,22090,4118537,75370,4170494,61810,2844650,21600,26735,13860,70351,12950,54904,8330,105005,11380,80056,450,2570,7586
667xx,29500,93860,13630,2160956,47260,2195046,39000,1522105,13810,14020,7270,24979,6760,20072,6650,61139,6040,44254,3530,1920,5954
668xx,15270,49520,7570,1240357,25440,1261677,20980,894519,8510,7317,4280,14892,3960,10692,3700,31010,4070,24913,2230,820,2662
669xx,8100,20450,3930,484472,10650,498483,8280,305261,4070,4075,2210,5903,1960,4160,1800,17182,2440,14481,1740,150,452
670xx,43070,164130,22160,4845871,79520,4921626,66100,3468006,27630,25427,15030,50087,13860,36899,12030,136724,13140,96906,3910,2540,8908
671xx,27980,102890,14920,2933155,50610,2984163,41740,2032340,16700,15612,9110,34497,8370,26020,7860,85318,8220,86643,2830,1620,5296
672xx,89570,366890,44020,11073070,187120,11236131,159210,7724653,53620,84488,30660,194830,28430,148676,25000,340526,26400,382181,700,6580,23675
673xx,14080,48200,7350,1075135,23900,1090523,19470,774353,6610,5787,3360,13115,3130,10184,3410,35749,3100,22133,2010,1310,4221
674xx,38180,118810,18890,3271361,61700,3335947,50670,2229481,21440,24121,11540,45721,10540,33282,9390,97870,10950,89484,4320,2440,6727
675xx,30290,99990,15970,2528492,51340,2573475,42530,1768776,16370,16774,9730,43191,9000,32770,7670,65927,8950,68754,3270,1590,5187
676xx,16610,47690,7850,1281370,25450,1309259,20760,876241,10030,9935,4980,21375,4670,16986,5080,49553,5190,41604,2460,550,1978
677xx,8890,26100,4400,687722,13570,707431,10890,426976,5120,5861,2800,7571,2580,5709,2690,23987,3070,24986,2050,90,335
678xx,34650,115120,11000,2606029,52120,2668309,45580,1876596,14600,16535,6700,27065,6110,20808,8390,111328,6420,57730,3430,640,2290
679xx,8510,29410,2190,561652,12300,570665,11030,440821,2950,2206,1290,5773,1200,4827,1670,21371,1150,15831,440,260,1306
680xx,53180,211530,24900,7969751,102180,8096691,88260,5561115,35290,44344,23660,115082,22340,89496,14270,165748,21300,373620,3360,1910,6823
681xx,133250,574740,60960,20234924,296030,20497320,260820,14625969,80510,116224,58290,436279,55050,351265,37420,447677,51330,857384,620,6580,23057
683xx,24100,73210,10750,2117688,36480,2167463,30650,1450826,13240,14308,7420,23036,6730,17047,5670,43036,7070,49971,3800,680,2011
684xx,20930,65470,9410,2013708,32620,2057336,27320,1392208,12060,13059,7140,20633,6580,15043,5060,45130,6810,52803,3170,470,1271
685xx,63160,245040,30030,8231952,131190,8357610,114400,5826365,38680,54659,27440,158666,25720,128429,18230,208712,24540,295047,730,2110,7206
686xx,24680,71120,9670,1912589,34880,1966586,29650,1317308,12790,16008,6880,23723,6140,17976,5130,43467,6570,48523,4160,440,1774
687xx,40770,115160,15700,3176810,57270,3255894,48630,2088263,21010,25214,10890,32108,10060,23456,9350,89979,10820,91547,6510,970,3562
688xx,47550,153580,18670,4220955,76750,4309479,66750,2959319,22530,30675,14220,62150,13390,49498,11510,105968,13810,130661,5120,1710,4603
689xx,20570,62290,9490,1784896,31760,1836536,26400,1139443,10560,15293,7030,30609,6590,24090,5190,44877,6620,59269,2770,400,1162
690xx,7060,20680,3310,545423,10270,561446,8320,354200,3870,5540,2150,7931,2060,6312,1920,16079,2270,22202,1350,90,294
691xx,21610,68210,10210,1905206,34740,1943447,28900,1334536,11610,13990,6410,21089,5930,14909,5430,44390,6480,68833,2990,560,1842
692xx,2470,6520,1090,168706,3420,174008,2780,106572,1210,1966,620,1642,570,1078,740,6851,870,18053,600,40,164
693xx,18350,57370,8270,1449331,29090,1477252,24470,1059115,8810,10626,4890,17616,4550,13797,4480,39476,5030,48543,2290,670,2216
700xx,138740,487600,56230,14282038,252280,14486475,210600,10105999,58210,104312,35710,218806,33400,167718,54700,534794,30000,424423,430,5970,18715
701xx,85950,307310,34010,11197143,173180,11408853,147190,7488660,37590,93238,27730,308539,26090,253295,41010,510805,24230,515311,140,3920,12499
703xx,58480,232220,22270,6169334,109810,6236785,94800,4568133,26660,34413,14730,73639,13910,55393,18960,180162,12270,113619,530,4130,14107
704xx,103070,383840,44450,12162371,187460,12350212,156130,8458140,47770,74907,31180,194222,29140,135449,39280,473653,27060,365858,3220,4410,15381
705xx,144370,542290,53230,14592326,261680,14815825,224550,10340939,61390,85881,36530,212590,34040,152836,50330,526003,32130,466383,4940,9760,34591
706xx,61920,228630,24190,6586167,111550,6664484,96030,4900940,27060,27385,12930,61799,11950,45342,17530,190696,11960,194175,2410,2920,11277
707xx,90020,362730,35890,11229528,173990,11340892,150770,8607215,43580,44465,21510,75590,19920,55511,30690,248129,17820,191467,2080,4520,14195
708xx,78690,303820,35990,11854902,161390,12066581,136500,7258600,39800,87099,27780,279414,26120,204505,33360,474133,23890,476841,500,3410,10672
710xx,40140,147780,18410,3539356,71070,3573570,59580,2602537,16450,13966,7370,23545,6740,16901,12280,82828,6390,45236,2670,2090,7987
711xx,62620,249790,28750,6844938,127350,6934429,108280,4681246,26780,47077,15980,127056,14890,101286,23430,204803,13760,251625,980,2950,9981
712xx,74410,263740,29700,6372760,128230,6457742,109100,4534485,28100,28931,12640,70535,11760,55132,23210,191538,11840,161153,3360,4260,17432
713xx,41270,157860,18070,3767882,76530,3819103,64990,2660331,17830,17231,7540,37547,6950,28878,11970,129074,6680,85892,2090,2380,8901
714xx,37800,147390,15730,3393622,69210,3425939,59490,2548832,15590,10215,5730,17939,5230,12985,9700,77620,5130,39874,2060,2600,11628
716xx,33320,118390,13880,2536556,57470,2566161,49050,1838396,11960,9362,4640,20524,4320,17097,8190,59331,3910,34777,1330,2470,8193
717xx,24780,81180,9880,1957227,39860,1977486,34210,1415431,9780,11905,4630,38968,4310,34438,5610,45601,3880,40614,840,1640,5297
718xx,27500,97820,10730,2032485,46590,2052237,39940,1521442,9420,11657,4070,12731,3670,10195,6490,62294,3630,31662,2630,1650,5474
719xx,39630,134420,22960,3379264,68010,3422194,51730,2050178,18250,27054,11280,66416,10360,50473,11770,115932,10440,78518,2230,2380,7457
720xx,86480,329370,35050,8330112,158770,8425940,135050,6255247,33850,28286,18120,55525,16750,43902,25220,215587,15800,102865,3880,5800,21480
721xx,69630,260520,31440,6840584,129000,6919688,108720,4945318,28160,36170,16690,70334,15440,56300,20450,180678,14190,129964,3000,4490,15650
722xx,45910,181390,22190,7087114,95040,7186596,81140,4678014,23220,59372,17330,177643,16240,147826,16200,217130,15400,385710,320,2270,7546
723xx,33180,120900,12150,2366607,58360,2397900,50630,1762860,8870,8035,3980,14258,3660,11336,10840,84640,3200,22067,780,2940,8177
724xx,55270,178470,18340,4253369,86270,4319071,73770,3040740,18400,20841,8280,36298,7730,30479,14240,167104,7330,81948,2560,4200,11383
725xx,26300,80080,11380,1713705,38420,1734582,30330,1150177,9800,10464,4520,15918,4160,12724,6720,64719,4330,43389,2950,2020,7366
726xx,33640,108250,17640,2347320,53720,2376208,41210,1505698,14990,17795,8310,35306,7770,27226,9690,82143,7980,72769,3900,1990,6010
727xx,120310,437000,40000,17718223,208700,17871324,180890,10608945,49510,111203,38400,3032646,36380,2976447,33610,370318,33270,1009287,4980,5020,20117
728xx,28190,97130,10180,2126690,45960,2149904,39510,1582892,9240,9200,5070,15544,4700,11601,6620,52077,4750,29085,2490,2620,8967
729xx,54330,185600,20270,4404715,89280,4450509,75620,3159198,18330,24721,10050,53896,9210,43908,13070,113374,8700,90643,2930,3400,10750
730xx,157040,635310,74290,21648080,306020,21920725,257240,15051074,94210,120178,50030,248268,46250,194619,56010,628607,46630,865658,11040,8400,45623
731xx,138910,561750,60890,16016231,286190,16197087,242720,11074229,65840,98688,34150,245642,31660,199489,46700,503482,30400,625505,870,7760,39454
734xx,21950,75650,9110,1755664,36490,1775297,30560,1276127,8410,8516,3590,14176,3190,11074,5690,47837,3390,28519,3180,1110,5602
735xx,35210,160970,18280,3666118,77220,3706126,65100,2630796,18100,13888,7550,25518,6960,19211,9750,95663,6440,41669,3470,2540,14783
736xx,15320,46060,5550,1080302,21300,1095141,17450,743253,6290,6100,2850,8739,2680,6880,4220,37711,3050,27304,3150,950,5663
737xx,25590,90860,11730,2624146,43520,2658403,35950,1627616,13700,16772,6780,30747,6250,23463,7660,68445,6940,145683,4200,920,4658
738xx,8230,25790,3460,653679,12150,661149,9840,447922,4030,4171,1860,6605,1790,5502,2190,16245,2030,23085,1940,380,2116
739xx,7570,27170,2520,594693,12110,602738,10560,443227,2910,3841,1180,4458,1100,3800,1780,18296,1170,9938,1060,170,751
740xx,127260,540450,62030,16484344,259300,16674056,220620,12079093,74870,80611,39430,178773,36490,139514,43590,414463,33990,483090,8700,9680,51978
741xx,86330,354080,41330,11913987,177910,12083566,150950,7757848,44230,106089,29440,350492,27640,285462,29790,385819,25660,663513,590,5990,31181
743xx,29040,98550,12860,2153984,47270,2176613,38430,1511989,11230,11363,5020,19134,4750,14757,7680,60585,5080,57100,4150,1760,8279
744xx,46220,171090,20490,3724634,80960,3762101,66810,2718886,16390,17382,7040,25595,6470,19639,13130,110385,6560,59719,5340,3520,17441
745xx,19330,62760,7900,1316967,29930,1328895,24130,968077,6940,6181,2150,7372,1980,5688,5420,38410,2460,23169,3710,1120,6065
746xx,10680,43800,6040,1073571,21200,1086584,17260,725816,5550,5926,3130,16495,2830,13646,2890,25743,2600,18845,1270,860,3943
747xx,19220,68610,7280,1384481,32810,1398179,27750,1052763,5880,5706,2210,7467,2050,5472,5600,43376,2540,21127,3310,1180,6059
748xx,42670,157460,18330,3511502,74890,3547011,62470,2612419,17250,14706,6570,22765,6060,17876,11930,107902,6500,54913,6510,2340,12051
749xx,28990,88110,9000,1629375,40020,1643563,33190,1201586,6970,7067,2670,8330,2390,6126,7160,55789,2690,22522,3800,1780,8623
750xx,502000,2257910,187270,87986109,1073910,89067059,938980,67772413,256980,424412,192370,1190286,178740,906392,225430,3023771,179560,3582735,5380,30780,169185
751xx,180400,757940,67620,18316827,359170,18508957,312270,14576647,53280,64911,29370,111912,26530,82074,77010,498051,26630,273348,8060,10560,53589
752xx,328850,1197690,95540,54064519,604900,54832702,522490,34171182,108760,766905,93700,1910761,88280,1523809,134910,2135319,88070,5701080,1890,14270,71927
754xx,72940,311040,34280,7528771,145970,7612644,122320,5644327,30340,34521,16260,60035,14560,44352,28210,276640,14780,140918,11000,4110,20605
755xx,24950,105110,13540,2632084,51840,2662679,42960,1842715,11720,18750,5140,32291,4770,20762,7480,91257,4880,60966,2510,1650,9225
756xx,71840,283840,32280,6742194,133500,6818577,113210,5015608,31190,40501,15800,90035,14590,71494,23370,192410,14440,134965,6600,7190,43496
757xx,79550,312830,39890,8542824,151730,8651166,124460,5861413,35740,62947,20440,146670,18810,111874,29130,341793,19140,308764,6180,5290,26228
758xx,23710,88110,12120,1979283,42570,1999340,34510,1434022,9230,11251,5500,22152,5030,16778,7520,59855,4990,42331,4270,1680,9607
759xx,51400,201430,23460,4565564,95920,4619920,79960,3243411,19690,29639,9740,56937,9040,44234,16020,176422,8980,104616,5160,3980,24552
760xx,271420,1173110,119960,40992967,571880,41493908,488950,30135966,129190,243087,87930,542794,81250,409462,116960,1328019,80270,1764716,9800,16020,85179
761xx,224150,915720,77350,26738361,446480,27039854,388760,19196150,75890,274134,49240,525563,45510,392840,87540,843100,43890,2068640,1750,12520,63829
762xx,101750,477130,44340,17927541,225210,18145363,194920,13492596,59300,98122,39020,223446,36200,168908,44410,552537,36550,668149,7370,7230,33697
763xx,27210,137360,17170,3572473,69170,3620951,58810,2470864,16100,23853,8460,49822,7890,38952,10260,124663,7660,85460,2320,1940,9212
764xx,31600,117330,15350,3003536,56220,3047151,45580,2031410,13570,22156,7350,46018,6720,37052,12380,133352,7540,128292,6940,1690,9578
765xx,89120,448950,40270,10297568,211150,10408018,182110,7775388,40080,43998,21290,92637,19750,72705,28970,285313,19770,204235,7170,5880,30108
766xx,33250,142120,18380,3699636,68150,3744425,56220,2681610,17860,19409,7980,32409,7380,24198,12050,137307,7790,87270,5890,1520,8031
767xx,29630,147090,14990,3582279,73700,3626473,64340,2595162,15160,24883,7530,55392,6980,43068,10750,136243,6860,88077,840,1720,7170
768xx,19400,67450,9890,1568018,33400,1589988,26640,1048185,7540,8995,4620,17737,4230,13661,6910,70613,4350,59317,4270,790,3710
769xx,29540,113490,13450,3061405,57080,3103205,48620,2161204,11420,18294,7170,41240,6680,31246,10330,95211,6580,94457,2500,1710,9727
770xx,720720,2665550,209990,86125923,1320170,87173105,1126900,64900161,215700,543037,164300,2123444,153490,1717047,312030,3342010,145270,3606418,3520,52840,313179
773xx,237630,1132110,108430,42188442,528750,42647194,451500,32490210,123560,209698,90290,671612,84020,522217,108300,1265640,80870,1152476,6270,21620,136411
774xx,252360,1169120,99460,45025566,529960,45538783,461830,35623013,139080,233257,99600,644673,92760,497519,113560,1419086,88300,1190693,8070,23980,154734
775xx,252030,1120420,99590,34215912,530950,34505591,463270,27652041,114260,123139,63920,342644,58980,276743,94880,767826,53510,625300,5430,26350,146454
776xx,61160,243930,26710,6593803,116110,6643539,99340,5228072,28690,30259,13020,52656,12080,39630,17940,119432,10710,71622,2540,6810,33806
777xx,29140,108340,11470,3028007,54880,3059199,47580,2224543,11470,16207,6470,51451,6040,41344,9300,79082,5440,59974,460,2200,10244
778xx,54410,238960,25910,7111058,120880,7205055,102480,4902362,29560,48747,18560,118000,17080,93539,22240,269283,17310,356896,7440,2910,15531
779xx,37020,145540,17570,4026597,71260,4073879,60300,2844707,19380,23567,10080,59447,9390,46591,11610,134319,9080,90817,5330,2680,16524
780xx,119090,538500,52870,14565826,245990,14743147,203120,9828114,49360,99481,28600,283229,26290,215244,54500,657547,26580,670163,7010,7020,37984
781xx,81350,414090,45500,12656897,202080,12801599,170520,8934358,54950,65172,28110,119584,25890,89581,34090,398767,25890,367070,7050,5400,29021
782xx,299950,1541860,143560,44617469,784220,45133959,675070,32367370,143230,272259,83290,838226,76380,699409,131990,1574598,74850,1563205,2870,18300,89619
783xx,44520,195900,21020,4540495,94400,4584933,80790,3405853,17400,23793,7980,42421,7240,31362,16450,119051,7170,101510,3720,5880,33645
784xx,57640,258110,26090,6741451,131640,6817093,114130,5134060,26280,39203,12050,78237,11100,57804,21340,227161,10750,132900,1410,5550,29986
785xx,284690,1118000,67880,18459203,485040,18663064,418110,14435767,43220,83976,18070,115785,15760,82592,111290,979755,18230,254929,4770,34750,176902
786xx,177340,968600,99900,32510260,469020,32926150,395720,23606075,120840,178565,78100,513441,72610,389741,91180,1277335,73990,1233820,10040,11610,60768
787xx,182640,916100,80470,47862770,503040,48597191,434140,31392348,139650,429488,113350,1264488,106890,976140,104720,2163635,107740,4466555,1890,12270,64322
788xx,36740,155830,13140,2854152,69540,2885723,60140,2154267,8830,12092,3990,24985,3560,19792,13500,118406,3810,51891,2080,4580,23241
789xx,18220,61800,9820,1846174,30940,1872914,24390,1188301,11340,17703,7470,40835,6930,33025,6240,78325,5770,62653,4870,710,4339
790xx,46600,192760,19100,4523919,85990,4590111,74040,3289753,18360,28667,9380,44685,8770,33271,14810,130362,8960,116506,4890,1860,10146
791xx,43630,197470,21180,5583741,98070,5657708,84640,3971177,20390,40126,11140,78705,10250,59059,15960,201121,10060,139341,920,1820,8416
792xx,5970,23820,3410,496508,11450,506310,9360,339911,2680,2334,1030,3013,950,2153,2160,13338,1090,6721,1340,160,822
793xx,31460,126770,12130,2938119,56440,2989517,48340,2107195,11390,15282,4980,22573,4600,17194,10590,117826,4800,53131,3310,1370,7133
794xx,46010,214350,22020,6419623,112020,6507911,98400,4533818,23370,46397,12990,81064,12170,61789,18290,236583,12100,225892,1090,2060,9411
795xx,21240,79190,9910,1891954,37020,1917904,30980,1373612,7880,6546,4290,18348,3990,14454,6960,66182,4110,40817,3680,1110,5718
796xx,25170,106170,11770,2819117,53390,2858270,45800,1949696,11450,16345,7100,53874,6660,45199,8410,108608,6360,122393,1090,1180,5401
797xx,95660,380490,30120,12982631,175150,13098233,155870,8813260,31570,59767,17610,167162,16510,134453,32700,379524,16800,1721510,2600,8380,50270
798xx,18930,69120,5020,1096996,30650,1109491,26290,815850,3150,3092,1130,11453,1030,9280,6600,66442,1100,12972,460,1230,6230
799xx,173990,715000,54520,14379186,335080,14542685,291630,11181734,47740,92384,19000,121560,17040,93317,55690,663723,16430,193816,260,10530,47860
800xx,189870,815080,82500,28341520,415640,28749442,358380,21382956,106530,122355,75480,341368,70170,253239,70740,916776,68180,1064222,520,12470,65460
801xx,155340,685780,81420,37758428,343910,38400314,291240,25320764,129420,302686,101780,908788,95530,702073,64680,1177238,95580,3070843,2350,9020,51192
802xx,250800,976170,94540,40153845,549440,40802263,473670,27998716,133850,328771,102560,889314,96210,691542,97020,1495233,93840,3167305,330,16770,84918
803xx,26270,94710,14170,6928242,58470,7077660,46140,3627629,24140,94111,23200,333060,22030,260216,13840,294921,21990,1243318,180,1010,5489
804xx,54280,197960,28400,10710916,110090,10942411,90700,6442953,40570,101700,32890,337029,30900,259512,23940,443258,31050,1005305,650,3040,16107
805xx,115730,510150,63730,20362226,266070,20731602,222950,14006366,86010,151485,65890,385459,61810,289369,48210,678708,60340,1104529,2460,7660,38771
806xx,64910,266690,23480,7795187,126260,7909299,110860,5853134,27610,33704,16600,56781,15290,42785,19810,239488,15490,242892,2250,4630,23323
807xx,16930,57060,7090,1458145,27760,1493134,23400,961450,8530,11652,4110,15978,3790,12083,4370,46307,4300,45165,2230,650,3135
808xx,22780,108390,11810,3011505,51400,3056107,43330,2167480,18170,12507,7680,23749,6940,17188,8720,77134,7640,79152,1690,1680,8286
809xx,104510,518030,54790,16277265,262650,16527921,223410,11412297,90530,97749,48360,233136,44280,170923,39850,450350,44020,535388,370,8780,42604
810xx,46120,183870,26050,4522370,93790,4580556,76520,3088436,25760,25620,11660,40896,10550,30639,12070,122368,10350,111965,2370,3930,18081
811xx,16160,60850,9000,1564031,30770,1594520,24320,964966,9190,10769,4540,23221,3920,17589,6310,60869,4510,60819,1450,1180,5032
812xx,17650,66110,11840,2012224,35830,2056413,27170,1144249,11820,19456,7520,44414,6900,32173,7080,84744,7190,114038,840,1000,4594
813xx,15020,55270,8700,2031269,30260,2077349,24170,1202050,9260,19306,7130,68022,6660,52404,6070,92993,6800,149255,1180,1070,5224
814xx,19610,72790,12010,2094320,36810,2141957,28130,1203306,10870,21153,7680,55629,7040,41202,7990,103544,7590,145919,1880,1830,8315
815xx,29350,125810,18120,3664460,65130,3725223,53180,2456872,16680,25970,11760,62873,10890,46581,10020,107163,11180,117346,1170,3630,18621
816xx,38580,138430,14340,6263758,71100,6393592,61220,3390352,18710,104139,15930,301449,15060,245835,15310,241184,15340,758547,1210,3120,14970
820xx,22890,112640,14510,3659945,60880,3705114,51760,2540930,19180,26149,10800,69576,9880,55934,7990,83823,9560,121609,780,2200,9536
821xx,70,450,40,15457,290,15599,270,13576,90,14,60,155,60,70,0,0,50,138,0,80,314
822xx,5480,19670,3450,534187,10190,542661,8080,359862,3320,4905,1770,6397,1600,4868,1740,18248,1830,21979,960,370,1746
823xx,3730,13380,1850,421228,6800,425320,5780,307607,1730,2079,1130,10346,1030,6026,840,6855,1040,15108,160,330,1469
824xx,13790,47360,8100,1484532,24170,1509538,19400,909986,8100,12782,4950,38519,4570,29954,4450,39065,4830,78668,1210,1170,5612
825xx,8800,32150,4650,862421,16070,876920,13430,580793,4480,6579,2950,18614,2720,14597,2550,27704,2600,31298,580,1180,6558
826xx,19500,81680,10130,2692577,41840,2733997,35960,1876133,11310,19403,7510,55186,7040,42523,6110,82306,6760,94829,740,3220,18056
